race_date,race_code,場,race_bango,hasso_jikoku,umaban,bamei,odds,ninki_now,p_mkt,p_mdl,ev,edge,data_poor,pick_a,pick_d,pick_e,pick_e2,model_ver
2026-09-22,2026092206040707,中山,7,1310,12,レボルシオン　　　　　　　　　　　　,10.9,5,0.07268373442243883,0.09937696393824409,1.0832089069268607,1.3672517617306763,False,False,False,True,True,clean-20260922
2026-09-22,2026092206040709,中山,9,1410,9,ルージュマローネ　　　　　　　　　　,57.4,14,0.01381875490774268,0.019068834592398227,1.0945511056036583,1.3799242203589497,False,True,False,False,False,clean-20260922
2026-09-22,2026092206040711,中山,11,1530,11,ダカラフェスティヴ　　　　　　　　　,27.4,11,0.028986827293248446,0.04016642309824482,1.100559992891908,1.385678490850232,False,True,True,False,False,clean-20260922
