race_date,場,race_bango,hasso_jikoku,umaban,bamei,odds,ninki_now,p_mkt,p_mdl,ev,edge,data_poor,pick_a,pick_d,pick_e,pick_e2
2026-08-22,新潟,4,1110,10,ペールデュクラン,10.0,5.0,0.07912518546996021,0.11491044463211211,1.149104446321121,1.4522612989733559,False,True,True,True,False
2026-08-22,札幌,6,1250,10,レットミーテイク,9.6,4.0,0.08207954936647789,0.11785942936505131,1.1314505219044926,1.4359171105925477,False,True,True,True,False
2026-08-22,札幌,7,1325,8,セイウンバジリスク,3.7,1.0,0.21363917704012741,0.2878925331223563,1.0652023725527184,1.3475643236927561,False,True,False,False,False
2026-08-22,札幌,9,1435,13,ウィエダンド,12.1,5.0,0.06579282062406355,0.08712699165191944,1.0542365989882252,1.324262903239217,True,True,False,False,False
2026-08-22,新潟,6,1450,9,レディーミコノス,16.6,7.0,0.0479576542011114,0.0761169489760935,1.2635413530031523,1.5871699782665667,False,True,True,True,True
2026-08-22,中京,6,1501,3,マヴィ,21.0,8.0,0.03775360829134961,0.05815133389715737,1.2211780118403048,1.5402854595617934,False,True,True,False,True
2026-08-22,新潟,11,1740,9,ピコブロッサム,11.4,6.0,0.06976025582721812,0.12517899478278516,1.427040540523751,1.7944170831716546,False,True,True,True,True
2026-08-22,新潟,12,1810,1,モーリア,20.8,9.0,0.03820124055766676,0.05747600147155139,1.1955008306082688,1.5045585073287968,False,True,True,False,True
2026-08-22,中京,12,1820,6,ボールドペイト,35.5,14.0,0.02246932265820177,0.0412950434669661,1.4659740430772965,1.837841046440826,False,True,True,False,False
