race_date,場,race_bango,hasso_jikoku,umaban,bamei,odds,ninki_now,p_mkt,p_mdl,ev,edge,data_poor,pick_a,pick_d,pick_e,pick_e2
2026-08-29,中京,1,950,11,メモリアデルレ　　　　　　　　　　　,13.7,6.0,0.058207693659075736,0.07885049783503349,1.0802518203399587,1.354640475825469,True,True,False,False,False
2026-08-29,札幌,1,1000,11,メイショウタイザン　　　　　　　　　,13.3,7.0,0.059768002442349456,0.07485706638789061,0.9955989829589451,1.2524605696851863,False,False,True,True,True
